PUMFID,LM_30,LM_35A,LM35BCDE,LM_35F,LM_35G,LM_40,MH_05,MH_15A,MH_15B,MH_15C,MH_15D,MH_15E,MH_15F,MH_15G,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_110,BH_115,HHLDSIZC,AGEGRP,IMMIGRNC,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,ANXDVGAD,ANXDVSEV,ANXDVGAC,MHDVMHI,PFSCDV,RURURB,PERS_WGT,VERDATE
8881,4,2,2,2,1,2,4,3,2,3,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,4,2,2,2,3,3,1,1,1,1,3,3,4,2,2,2,2,0,4,3,7,1,1,10,3,1,1,0,2,14367.5078,05/06/2020
8882,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,1,4,2,5,1,2,0,1,1,4,9,4,0,0,2,3,0,2,2210.1435,05/06/2020
8883,6,2,2,2,1,1,3,4,3,3,3,2,3,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,3,4,4,4,4,3,3,3,1,1,1,3,3,1,1,5,4,1,2,1,4,1,2,9,4,13,3,1,2,2,2,7796.981,05/06/2020
8884,6,2,1,2,2,1,5,4,4,4,4,4,4,4,2,2,2,2,1,1,2,2,1,1,1,1,1,2,4,4,4,4,3,1,1,3,1,1,1,3,3,1,3,4,4,1,1,1,1,1,4,9,4,21,4,1,0,3,2,14578.9827,05/06/2020
8885,6,2,2,2,1,4,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,4,4,3,4,4,3,3,3,3,1,1,3,3,1,3,3,6,1,1,1,1,1,2,9,4,2,1,2,4,0,2,6569.1169,05/06/2020
8886,6,2,2,2,1,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,4,4,3,4,3,3,3,3,3,3,9,9,1,2,1,6,1,1,0,3,1,4,9,4,0,0,2,1,0,2,3579.0738,05/06/2020
8887,3,2,2,2,1,5,3,2,2,2,2,2,2,4,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,4,4,3,3,3,3,3,3,3,1,3,3,2,2,2,3,2,1,1,1,2,7,3,1,9,2,2,2,0,2,12957.9231,05/06/2020
8888,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,3,4,2,4,4,3,3,3,3,3,1,3,3,3,9,2,7,1,2,0,1,4,2,9,4,0,0,2,4,9,2,26582.4622,05/06/2020
8889,3,1,2,2,2,2,5,3,3,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,4,4,1,1,1,1,1,1,3,1,2,4,1,2,1,2,1,3,2,2,4,3,10,3,1,0,2,2,23045.7569,05/06/2020
8890,6,2,2,1,2,4,2,3,1,1,3,4,3,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,1,3,3,3,3,1,1,2,3,1,2,1,1,1,6,9,4,9,2,2,3,0,2,1627.9798,05/06/2020
8891,3,2,2,2,1,3,4,2,2,9,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3,4,3,3,3,3,3,1,1,3,3,2,2,1,5,1,2,0,3,1,4,1,1,99,9,9,1,0,2,3339.0129,05/06/2020
8892,9,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,4,3,1,9,9,1,1,1,9,3,3,3,2,5,1,1,0,2,1,4,9,9,0,0,2,3,0,2,4073.251,05/06/2020
8893,6,2,2,2,1,3,3,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,4,2,4,3,3,3,1,1,1,3,3,1,1,2,7,1,2,0,1,1,4,9,4,4,1,2,2,0,2,8969.3763,05/06/2020
8894,6,2,2,2,1,5,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,9,4,3,3,3,3,1,1,1,1,2,2,2,7,1,1,0,1,1,2,9,4,2,1,2,4,0,2,4134.4446,05/06/2020
8895,4,2,2,2,1,4,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,4,2,4,3,3,3,3,3,3,3,1,3,4,2,3,2,2,1,1,3,7,1,1,2,1,2,3,0,2,8585.267,05/06/2020
8896,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,4,4,4,3,4,3,3,3,3,3,3,3,3,1,2,2,7,1,1,0,1,1,2,9,4,0,0,2,3,0,2,2221.4915,05/06/2020
8897,6,2,2,2,1,3,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,2,2,1,3,3,1,3,3,3,1,1,1,4,5,1,1,0,1,1,4,9,4,2,1,2,3,0,2,2516.3996,05/06/2020
8898,1,2,2,1,2,2,4,4,2,2,2,2,3,3,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,4,3,3,3,1,2,3,3,2,1,1,1,1,1,2,3,1,1,1,2,1,6,2,1,11,3,1,1,0,1,7110.1319,05/06/2020
8899,6,2,2,2,1,5,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,4,2,4,4,1,3,3,3,1,1,3,3,2,3,2,6,1,1,0,1,1,5,9,4,5,2,2,4,0,1,7228.3331,05/06/2020
8900,6,2,2,2,1,3,4,4,3,4,4,2,2,4,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,2,4,2,3,3,3,1,1,3,3,1,1,2,6,2,2,0,1,4,7,9,4,16,4,1,1,0,2,5292.2425,05/06/2020
8901,3,2,2,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,4,3,3,3,1,3,1,1,3,3,3,4,2,3,1,1,0,2,1,4,3,1,6,2,2,2,0,2,3403.15,05/06/2020
8902,5,2,2,2,1,4,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,3,3,4,1,3,3,2,1,1,3,1,1,3,2,3,1,2,1,2,1,4,2,1,1,1,2,3,0,2,1583.5669,05/06/2020
8903,3,2,2,2,1,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,3,4,3,4,4,3,3,3,3,1,1,3,3,2,2,2,5,1,2,0,1,1,2,3,1,2,1,2,3,0,2,2305.3686,05/06/2020
8904,4,2,2,2,1,4,3,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,3,4,3,3,4,3,9,9,9,3,3,9,3,4,5,3,3,2,2,1,1,4,6,3,1,2,1,2,2,0,2,4072.1605,05/06/2020
8905,5,2,2,2,1,4,3,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,3,3,1,3,3,1,3,1,3,3,3,3,2,3,1,2,1,1,1,6,9,1,6,2,2,2,0,2,2761.6587,05/06/2020
8906,3,2,2,2,1,3,4,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,4,4,3,3,2,3,3,2,1,1,1,1,1,1,2,3,1,2,1,3,1,4,1,1,4,1,2,1,3,1,5133.4989,05/06/2020
8907,5,2,2,2,1,3,3,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,4,5,2,2,1,1,1,1,4,2,3,1,1,1,2,2,1,1,4729.3226,05/06/2020
8908,5,2,2,2,1,3,3,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,4,3,4,4,3,3,3,3,1,1,1,3,1,1,2,5,1,2,0,4,1,4,2,1,7,2,2,2,0,2,1672.3547,05/06/2020
8909,6,2,2,2,1,4,3,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,3,2,4,3,3,3,3,3,1,3,3,1,1,2,6,1,2,0,2,4,6,9,4,3,1,2,2,0,2,2326.3582,05/06/2020
8910,6,2,2,2,1,4,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,1,2,2,2,5,1,1,0,2,1,7,9,4,3,1,2,3,0,2,719.8428,05/06/2020
8911,5,2,2,2,1,5,3,4,3,3,4,2,2,4,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,4,3,4,3,3,3,3,2,1,1,3,3,4,4,1,2,1,2,1,4,1,3,3,1,15,4,1,2,0,1,14766.1902,05/06/2020
8912,5,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,9,9,9,2,1,1,9,9,2,2,1,6,1,2,0,3,4,4,4,2,0,0,2,4,0,2,1172.4882,05/06/2020
8913,6,2,2,2,1,4,4,4,4,3,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,4,3,3,2,3,3,3,2,1,1,2,3,1,1,3,1,1,1,0,4,2,2,9,4,15,4,1,1,0,2,33051.9851,05/06/2020
8914,5,2,2,2,1,4,3,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,4,4,3,3,3,1,1,1,3,3,3,5,1,4,1,2,0,3,4,4,3,1,6,2,2,2,0,2,1749.509,05/06/2020
8915,6,2,2,2,1,3,3,2,2,3,2,2,2,3,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,3,3,3,2,3,3,3,1,3,1,3,3,1,1,5,7,2,2,0,3,1,2,9,4,9,2,2,2,0,2,65195.2099,05/06/2020
8916,6,2,2,2,1,1,3,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,9,2,2,4,3,3,3,1,1,1,3,1,1,1,4,5,2,1,0,1,1,4,9,4,5,2,2,2,1,2,7956.7079,05/06/2020
8917,6,2,2,2,1,4,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,4,3,3,4,1,3,3,3,1,1,3,3,1,2,1,5,1,1,0,3,4,2,9,4,0,0,2,3,0,2,13965.4516,05/06/2020
8918,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,3,3,3,3,3,1,1,2,7,1,2,0,1,1,6,9,4,0,0,2,4,0,2,1532.4385,05/06/2020
8919,6,2,2,2,1,5,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,9,4,9,9,4,3,3,3,3,1,1,1,3,1,1,2,5,1,2,0,1,1,2,9,4,0,0,2,1,0,1,3534.3792,05/06/2020
8920,6,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,9,3,9,9,3,3,9,9,3,3,9,9,2,2,1,6,1,2,0,3,1,4,9,4,0,0,2,3,0,2,1397.6465,05/06/2020
8921,6,2,2,2,1,4,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,2,1,1,2,5,1,2,0,2,1,4,9,4,3,1,2,3,0,2,2103.064,05/06/2020
8922,6,2,2,2,1,3,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,4,4,3,4,4,3,3,3,3,3,1,3,3,2,2,1,7,1,1,0,3,1,3,9,4,1,1,2,3,0,2,774.9093,05/06/2020
8923,5,2,2,2,1,4,3,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,3,1,1,1,3,1,1,1,2,2,1,2,0,1,4,6,4,2,7,2,2,2,0,2,6900.7655,05/06/2020
8924,6,2,2,2,1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,3,1,2,2,4,3,3,3,3,3,1,3,3,1,3,2,6,1,2,0,1,1,6,9,4,0,0,2,3,0,1,2859.8858,05/06/2020
8925,5,2,2,2,1,4,5,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,3,1,3,1,1,2,1,3,3,1,2,2,3,1,2,1,1,1,7,1,1,21,4,1,0,0,2,1117.6864,05/06/2020
8926,3,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,3,4,4,2,4,3,3,3,3,3,3,3,3,3,4,2,3,2,1,1,2,1,5,3,1,0,0,2,2,1,1,5001.2069,05/06/2020
8927,6,2,2,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,3,3,3,3,1,1,3,3,4,5,2,6,1,1,0,2,4,6,9,4,0,0,2,4,3,2,2457.727,05/06/2020
8928,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,5,2,4,2,1,0,4,3,7,3,1,3,1,2,4,1,2,2485.4291,05/06/2020
8929,6,2,2,2,1,4,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,2,4,3,3,3,3,3,3,3,3,1,1,2,7,2,1,0,1,1,3,9,4,1,1,2,3,0,2,1708.1531,05/06/2020
8930,4,2,2,2,1,5,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,3,4,3,3,3,3,3,3,1,1,1,3,3,2,3,1,3,1,1,0,4,1,7,2,1,1,1,2,4,0,2,279.2082,05/06/2020
8931,4,2,2,2,1,2,4,2,2,2,2,1,3,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,4,3,4,4,1,3,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,4,2,1,7,2,2,1,0,2,6207.533,05/06/2020
8932,6,2,2,1,2,5,3,3,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,4,3,3,3,3,3,1,1,3,1,2,1,3,1,2,0,4,4,6,9,4,5,2,2,2,0,2,1011.1603,05/06/2020
8933,5,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,4,3,4,3,3,3,3,3,3,1,3,1,1,2,5,1,1,0,1,1,2,3,1,0,0,2,4,0,1,5269.7978,05/06/2020
8934,6,1,2,2,2,1,1,4,4,4,2,4,4,4,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,1,1,3,3,3,2,2,4,2,1,1,1,2,7,9,4,19,4,1,4,2,2,2519.5849,05/06/2020
8935,5,2,2,2,1,3,3,1,1,2,2,3,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,4,3,3,4,1,3,3,3,3,1,3,1,1,2,2,3,1,1,1,1,1,7,2,1,5,2,2,2,0,2,3251.1359,05/06/2020
8936,4,2,2,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,4,3,4,3,3,3,3,3,3,1,3,3,1,2,2,5,1,1,0,3,3,6,1,1,6,2,2,3,0,2,31487.5557,05/06/2020
8937,6,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,9,3,3,9,3,1,1,1,6,1,1,0,2,1,3,9,4,0,0,2,4,0,1,24884.9719,05/06/2020
8938,4,2,2,2,1,4,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,9,9,3,3,2,3,3,3,2,3,3,3,3,4,5,1,6,1,2,0,4,2,4,3,1,1,1,2,3,0,2,8441.7158,05/06/2020
8939,5,2,2,1,2,4,4,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,3,4,3,4,3,1,3,3,3,3,3,3,3,2,2,1,4,1,1,0,3,2,7,3,1,0,0,2,1,0,2,1463.4318,05/06/2020
8940,3,2,2,2,1,3,5,4,2,3,4,2,4,3,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,3,3,4,1,3,3,3,1,1,3,3,1,2,2,3,2,1,1,1,1,7,2,1,15,4,1,0,0,2,4559.8717,05/06/2020
8941,6,2,2,1,2,1,4,2,3,3,4,3,4,4,1,2,1,2,2,1,1,1,1,2,1,2,1,2,3,4,3,3,3,3,3,3,2,1,1,1,3,4,4,4,1,1,2,0,4,1,6,9,4,16,4,1,1,0,1,5666.4263,05/06/2020
8942,5,2,2,2,1,4,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,4,4,1,3,3,3,3,1,3,3,3,4,2,3,1,2,1,2,1,6,3,1,1,1,2,3,0,1,1665.2658,05/06/2020
8943,4,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,3,4,3,3,4,2,3,3,2,3,1,3,3,2,2,1,5,1,1,0,4,2,4,1,1,0,0,2,3,0,2,2216.3181,05/06/2020
8944,1,2,2,1,2,1,5,3,3,3,4,3,4,3,2,1,1,1,2,1,1,1,1,1,2,2,2,2,3,4,2,4,3,3,3,1,2,1,1,1,1,1,5,1,2,1,1,0,4,2,2,3,1,16,4,1,0,0,2,1742.3904,05/06/2020
8945,3,1,2,2,2,3,3,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,3,4,3,3,3,1,3,3,1,1,1,1,1,2,3,2,2,1,1,0,2,1,4,4,2,6,2,2,2,0,1,3523.3724,05/06/2020
8946,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,3,3,9,3,3,3,9,9,9,3,3,9,9,1,2,2,5,2,1,0,1,1,6,2,1,0,0,2,4,0,2,21538.6124,05/06/2020
8947,4,2,2,2,1,4,3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,3,3,3,3,3,1,1,1,3,1,3,4,4,1,1,2,1,4,1,1,2,1,2,1,2,2,0,2,44956.7498,05/06/2020
8948,1,2,2,1,2,1,3,2,2,2,4,4,4,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,1,2,1,1,1,2,2,1,13,3,1,2,3,2,17735.164,05/06/2020
8949,5,2,2,2,1,4,3,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,3,3,2,3,3,3,3,3,1,3,1,1,2,2,3,1,1,1,1,1,7,1,1,3,1,2,2,0,2,2448.9784,05/06/2020
8950,6,2,2,2,1,2,3,2,2,3,3,2,4,4,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,4,3,4,3,2,3,3,3,1,1,3,1,1,2,2,6,1,2,1,1,1,2,9,4,13,3,1,2,0,2,9471.3951,05/06/2020
8951,5,2,2,2,1,4,4,3,1,2,2,1,4,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,4,4,4,3,3,3,3,1,1,1,3,1,2,3,3,4,1,2,1,1,1,3,3,1,8,2,2,1,0,2,3029.3064,05/06/2020
8952,6,2,2,2,1,4,1,1,9,9,9,9,9,9,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,2,6,1,2,0,1,1,2,9,4,99,9,9,4,0,1,3464.6705,05/06/2020
8953,6,2,2,2,1,3,4,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,3,3,3,3,4,3,3,3,3,3,3,3,2,1,1,2,7,1,1,0,1,1,2,9,4,4,1,2,1,1,1,8080.8056,05/06/2020
8954,5,2,2,2,1,4,2,4,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,1,3,3,4,5,2,2,1,1,1,2,1,6,3,1,9,2,2,3,0,2,4540.8,05/06/2020
8955,6,2,2,2,1,5,2,2,4,4,4,4,4,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,2,4,3,3,3,1,1,1,3,3,1,1,2,6,1,1,0,1,1,4,9,4,17,4,1,3,0,2,1703.2869,05/06/2020
8956,6,2,2,2,1,4,3,3,2,3,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,4,3,3,3,2,3,3,3,1,3,3,3,4,4,1,7,2,2,0,3,2,4,9,4,8,2,2,2,0,2,2419.8978,05/06/2020
8957,5,2,2,2,1,4,1,2,1,1,2,9,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,4,3,4,1,3,3,3,3,2,3,3,4,5,1,4,1,2,0,4,2,7,3,1,99,9,9,4,0,2,4634.1148,05/06/2020
8958,6,2,2,2,1,4,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,3,4,2,3,3,3,3,3,1,3,1,3,2,2,6,1,2,0,1,1,6,9,4,5,2,2,3,0,2,3385.8363,05/06/2020
8959,6,2,2,2,1,2,4,3,3,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,4,3,4,4,3,1,3,1,3,1,2,3,2,9,1,2,1,2,1,4,3,2,9,4,15,4,1,1,2,2,8836.5347,05/06/2020
8960,4,2,2,1,2,2,3,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,4,2,2,3,3,3,3,1,1,1,3,3,2,3,2,5,1,2,0,2,1,4,4,3,3,1,2,2,0,2,14876.4994,05/06/2020
8961,5,2,2,2,1,4,3,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,4,3,3,4,1,3,3,1,3,3,3,1,2,4,2,3,1,2,1,1,1,6,1,1,4,1,2,2,0,2,5003.9752,05/06/2020
8962,5,2,2,2,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,3,3,3,3,1,1,2,2,4,1,1,1,1,1,7,3,1,0,0,2,4,0,2,2732.227,05/06/2020
8963,5,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,3,4,3,3,4,1,3,3,1,1,3,3,1,2,3,2,2,1,1,1,1,1,4,1,1,0,0,2,4,0,2,3526.0238,05/06/2020
8964,6,2,2,2,1,5,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,1,3,3,3,3,2,3,2,6,1,2,0,1,1,4,9,4,0,0,2,2,0,2,2197.7326,05/06/2020
8965,2,2,2,2,1,1,4,4,4,4,4,2,4,4,1,2,2,2,2,2,1,2,1,2,1,1,2,2,3,1,3,4,4,1,1,1,1,1,1,3,3,1,1,2,3,1,1,1,1,4,2,3,1,19,4,1,1,0,2,2706.1263,05/06/2020
8966,5,2,2,2,1,3,3,3,2,2,1,3,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,1,5,1,2,0,4,4,6,3,1,8,2,2,2,0,2,1600.8191,05/06/2020
8967,5,2,2,2,1,4,2,3,4,2,2,1,2,3,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,4,3,3,4,1,3,3,3,3,1,3,3,1,1,2,5,1,1,0,1,1,5,3,1,10,3,1,3,0,2,1224.3328,05/06/2020
8968,2,2,2,2,1,3,4,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,4,4,3,4,4,3,3,3,3,2,3,3,3,1,2,2,4,1,1,0,1,1,4,1,1,6,2,2,1,0,2,1800.0815,05/06/2020
8969,3,2,2,2,1,3,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,4,3,3,3,3,3,2,2,1,2,3,1,2,3,2,2,1,2,1,1,2,4,4,3,5,2,2,1,0,2,3046.945,05/06/2020
8970,6,1,2,2,2,1,5,4,4,4,4,4,4,4,1,1,1,2,2,1,1,1,1,1,1,2,2,2,4,4,1,1,4,1,3,1,1,1,1,3,3,2,2,2,5,1,1,0,1,1,2,9,4,21,4,1,0,1,2,9584.7685,05/06/2020
8971,6,2,2,1,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,4,4,4,3,3,3,2,1,1,1,3,1,2,2,2,2,1,0,1,2,4,9,4,0,0,2,2,0,2,4143.8519,05/06/2020
8972,5,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,4,4,4,2,3,3,3,1,3,3,3,1,1,2,3,1,1,1,1,1,4,1,1,0,0,2,3,0,2,23079.0206,05/06/2020
8973,6,2,2,2,1,2,5,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,4,3,3,3,3,3,2,3,3,3,2,4,2,4,1,2,0,1,4,4,9,4,2,1,2,0,3,2,1542.1105,05/06/2020
8974,3,2,2,2,1,1,4,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,4,4,4,4,3,3,3,3,1,1,1,3,4,4,1,4,2,1,0,3,4,6,3,1,3,1,2,1,2,2,829.6918,05/06/2020
8975,4,2,2,2,1,4,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,1,1,2,4,2,1,0,1,1,6,4,2,1,1,2,3,0,1,5825.038,05/06/2020
8976,4,2,2,2,1,4,2,1,2,2,3,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,3,2,3,3,3,3,3,3,3,2,3,2,5,2,2,0,1,2,6,1,1,5,2,2,3,0,2,8487.9268,05/06/2020
8977,4,2,2,2,1,4,3,2,2,2,4,2,3,3,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,3,3,4,3,3,3,3,1,1,3,1,2,5,1,3,1,2,1,3,4,6,1,1,11,3,1,2,0,2,538.4901,05/06/2020
8978,6,2,2,2,1,4,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,2,3,2,3,3,3,1,1,2,3,3,1,2,3,4,1,2,0,1,1,4,9,4,2,1,2,3,0,2,3737.7647,05/06/2020
8979,4,2,2,2,1,3,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,3,4,3,4,4,2,3,3,1,1,1,3,3,2,4,3,4,1,2,0,1,1,4,2,1,3,1,2,3,0,1,1955.6647,05/06/2020
8980,4,2,2,2,1,4,4,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,3,4,3,4,4,3,3,3,3,1,1,3,9,1,1,1,4,1,1,0,4,1,6,2,1,7,2,2,1,0,2,4456.6554,05/06/2020
8981,5,2,2,2,1,4,4,2,1,2,3,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,3,4,4,1,3,1,1,1,1,1,3,1,1,2,3,1,1,1,1,1,6,2,1,6,2,2,1,0,2,3083.0491,05/06/2020
